,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1002,104,0.22857142857142856,0.2571428571428571,0.11428571428571428,0.3142857142857143,0.05714285714285714,0.02857142857142857
1,2007,182,0.6774193548387096,0.12903225806451613,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903
2,3010,270,0.7777777777777778,0.06666666666666667,0.06666666666666667,0.044444444444444446,0.022222222222222223,0.022222222222222223
3,4016,325,0.76,0.06,0.1,0.04,0.02,0.02
4,5018,390,0.7272727272727273,0.07272727272727272,0.10909090909090909,0.05454545454545454,0.01818181818181818,0.01818181818181818
5,6025,435,0.7068965517241379,0.13793103448275862,0.08620689655172414,0.034482758620689655,0.017241379310344827,0.017241379310344827
6,7031,466,0.7407407407407407,0.09259259259259259,0.09259259259259259,0.037037037037037035,0.018518518518518517,0.018518518518518517
7,8035,485,0.7931034482758621,0.05172413793103448,0.08620689655172414,0.034482758620689655,0.017241379310344827,0.017241379310344827
8,9039,507,0.7833333333333333,0.06666666666666667,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666
9,10045,530,0.7313432835820896,0.1044776119402985,0.1044776119402985,0.029850746268656716,0.014925373134328358,0.014925373134328358
10,11225,572,0.8125,0.078125,0.046875,0.03125,0.015625,0.015625
11,12467,646,0.8767123287671232,0.0410958904109589,0.0273972602739726,0.0273972602739726,0.0136986301369863,0.0136986301369863
12,13709,708,0.8955223880597015,0.014925373134328358,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.014925373134328358
13,14952,759,0.9125,0.025,0.0125,0.025,0.0125,0.0125
14,16193,803,0.8961038961038961,0.03896103896103896,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.012987012987012988
15,17436,838,0.8795180722891566,0.060240963855421686,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.012048192771084338
16,18679,869,0.8333333333333334,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564
17,19921,901,0.8255813953488372,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.011627906976744186,0.023255813953488372
18,21165,940,0.7951807228915663,0.10843373493975904,0.03614457831325301,0.024096385542168676,0.012048192771084338,0.024096385542168676
19,22408,968,0.7888888888888889,0.13333333333333333,0.03333333333333333,0.022222222222222223,0.011111111111111112,0.011111111111111112
20,23649,981,0.8,0.12222222222222222,0.03333333333333333,0.022222222222222223,0.011111111111111112,0.011111111111111112
21,24892,998,0.8295454545454546,0.09090909090909091,0.03409090909090909,0.022727272727272728,0.011363636363636364,0.011363636363636364
22,26136,1011,0.8045977011494253,0.11494252873563218,0.034482758620689655,0.022988505747126436,0.011494252873563218,0.011494252873563218
23,27380,1027,0.8043478260869565,0.11956521739130435,0.03260869565217391,0.021739130434782608,0.010869565217391304,0.010869565217391304
24,28623,1036,0.8064516129032258,0.10752688172043011,0.043010752688172046,0.021505376344086023,0.010752688172043012,0.010752688172043012
25,29865,1058,0.78125,0.125,0.052083333333333336,0.020833333333333332,0.010416666666666666,0.010416666666666666
26,31107,1074,0.7448979591836735,0.16326530612244897,0.05102040816326531,0.02040816326530612,0.01020408163265306,0.01020408163265306
27,32351,1089,0.7596153846153846,0.15384615384615385,0.04807692307692308,0.019230769230769232,0.009615384615384616,0.009615384615384616
28,33593,1101,0.7788461538461539,0.15384615384615385,0.028846153846153848,0.019230769230769232,0.009615384615384616,0.009615384615384616
29,34835,1116,0.7596153846153846,0.17307692307692307,0.028846153846153848,0.019230769230769232,0.009615384615384616,0.009615384615384616
30,36205,1143,0.7522935779816514,0.1834862385321101,0.027522935779816515,0.01834862385321101,0.009174311926605505,0.009174311926605505
31,37430,1208,0.8303571428571429,0.10714285714285714,0.026785714285714284,0.017857142857142856,0.008928571428571428,0.008928571428571428
32,38656,1264,0.845360824742268,0.08247422680412371,0.030927835051546393,0.020618556701030927,0.010309278350515464,0.010309278350515464
33,39882,1304,0.8367346938775511,0.09183673469387756,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.02040816326530612
34,41109,1333,0.8392857142857143,0.08928571428571429,0.017857142857142856,0.017857142857142856,0.008928571428571428,0.026785714285714284
35,42335,1363,0.8256880733944955,0.08256880733944955,0.01834862385321101,0.01834862385321101,0.009174311926605505,0.045871559633027525
36,43561,1384,0.8317757009345794,0.08411214953271028,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.04672897196261682
37,44788,1412,0.8367346938775511,0.08163265306122448,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.04081632653061224
38,46013,1429,0.8686868686868687,0.06060606060606061,0.010101010101010102,0.020202020202020204,0.010101010101010102,0.030303030303030304
39,47238,1449,0.8857142857142857,0.05714285714285714,0.009523809523809525,0.01904761904761905,0.009523809523809525,0.01904761904761905
40,48463,1460,0.8846153846153846,0.057692307692307696,0.009615384615384616,0.019230769230769232,0.009615384615384616,0.019230769230769232
41,49689,1470,0.8737864077669902,0.06796116504854369,0.009708737864077669,0.019417475728155338,0.009708737864077669,0.019417475728155338
42,50098,1473,0.8761904761904762,0.06666666666666667,0.009523809523809525,0.01904761904761905,0.009523809523809525,0.01904761904761905
