,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1003,135,0.3448275862068966,0.4482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655
1,2006,216,0.2972972972972973,0.5135135135135135,0.05405405405405406,0.08108108108108109,0.02702702702702703,0.02702702702702703
2,3011,300,0.33962264150943394,0.5471698113207547,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.018867924528301886
3,4018,360,0.38095238095238093,0.5396825396825397,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.015873015873015872
4,5024,411,0.2033898305084746,0.6779661016949152,0.03389830508474576,0.03389830508474576,0.01694915254237288,0.03389830508474576
5,6031,451,0.3770491803278688,0.5245901639344263,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
6,7036,485,0.3088235294117647,0.5735294117647058,0.04411764705882353,0.029411764705882353,0.014705882352941176,0.029411764705882353
7,8040,504,0.36363636363636365,0.45454545454545453,0.07272727272727272,0.03636363636363636,0.01818181818181818,0.05454545454545454
8,9044,515,0.375,0.42857142857142855,0.07142857142857142,0.03571428571428571,0.017857142857142856,0.07142857142857142
9,10049,535,0.4406779661016949,0.3728813559322034,0.05084745762711865,0.03389830508474576,0.01694915254237288,0.0847457627118644
10,11177,570,0.43333333333333335,0.38333333333333336,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.06666666666666667
11,12357,635,0.5441176470588235,0.3088235294117647,0.029411764705882353,0.029411764705882353,0.014705882352941176,0.07352941176470588
12,13536,695,0.6060606060606061,0.2878787878787879,0.015151515151515152,0.030303030303030304,0.015151515151515152,0.045454545454545456
13,14715,751,0.6901408450704225,0.2112676056338028,0.014084507042253521,0.028169014084507043,0.014084507042253521,0.04225352112676056
14,15891,780,0.7162162162162162,0.20270270270270271,0.013513513513513514,0.02702702702702703,0.013513513513513514,0.02702702702702703
15,17069,809,0.7613636363636364,0.1590909090909091,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.03409090909090909
16,18246,856,0.7802197802197802,0.14285714285714285,0.01098901098901099,0.02197802197802198,0.01098901098901099,0.03296703296703297
17,19423,897,0.7659574468085106,0.14893617021276595,0.010638297872340425,0.02127659574468085,0.010638297872340425,0.0425531914893617
18,20602,948,0.7741935483870968,0.11827956989247312,0.021505376344086023,0.021505376344086023,0.010752688172043012,0.053763440860215055
19,21781,987,0.8085106382978723,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.07446808510638298
20,22960,1024,0.8285714285714286,0.047619047619047616,0.01904761904761905,0.01904761904761905,0.009523809523809525,0.0761904761904762
21,24141,1056,0.822429906542056,0.04672897196261682,0.018691588785046728,0.018691588785046728,0.009345794392523364,0.08411214953271028
22,25320,1077,0.8207547169811321,0.04716981132075472,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.09433962264150944
23,26499,1090,0.83,0.05,0.01,0.02,0.01,0.08
24,27676,1109,0.8431372549019608,0.058823529411764705,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.058823529411764705
25,28855,1132,0.8623853211009175,0.05504587155963303,0.009174311926605505,0.01834862385321101,0.009174311926605505,0.045871559633027525
26,30572,1159,0.8648648648648649,0.05405405405405406,0.009009009009009009,0.018018018018018018,0.009009009009009009,0.04504504504504504
27,31834,1234,0.8454545454545455,0.05454545454545454,0.00909090909090909,0.01818181818181818,0.00909090909090909,0.06363636363636363
28,33094,1292,0.8571428571428571,0.05714285714285714,0.009523809523809525,0.01904761904761905,0.009523809523809525,0.047619047619047616
29,34355,1333,0.8761904761904762,0.047619047619047616,0.009523809523809525,0.01904761904761905,0.009523809523809525,0.0380952380952381
30,35617,1377,0.8899082568807339,0.027522935779816515,0.009174311926605505,0.01834862385321101,0.009174311926605505,0.045871559633027525
31,36878,1402,0.9051724137931034,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.008620689655172414,0.034482758620689655
32,38139,1435,0.9083333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.008333333333333333,0.03333333333333333
33,39401,1475,0.9126984126984127,0.023809523809523808,0.007936507936507936,0.015873015873015872,0.007936507936507936,0.031746031746031744
34,40664,1502,0.9193548387096774,0.016129032258064516,0.008064516129032258,0.016129032258064516,0.008064516129032258,0.03225806451612903
35,41926,1516,0.9236641221374046,0.015267175572519083,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.030534351145038167
36,43186,1541,0.9206349206349206,0.015873015873015872,0.007936507936507936,0.015873015873015872,0.007936507936507936,0.031746031746031744
37,44446,1565,0.9147286821705426,0.023255813953488372,0.007751937984496124,0.015503875968992248,0.007751937984496124,0.031007751937984496
38,45707,1580,0.9097744360902256,0.022556390977443608,0.015037593984962405,0.015037593984962405,0.007518796992481203,0.03007518796992481
39,46970,1598,0.9044117647058824,0.022058823529411766,0.014705882352941176,0.014705882352941176,0.007352941176470588,0.03676470588235294
40,48232,1613,0.9044117647058824,0.022058823529411766,0.014705882352941176,0.014705882352941176,0.007352941176470588,0.03676470588235294
41,49492,1632,0.9185185185185185,0.014814814814814815,0.014814814814814815,0.014814814814814815,0.007407407407407408,0.02962962962962963
42,50332,1644,0.9111111111111111,0.014814814814814815,0.022222222222222223,0.014814814814814815,0.007407407407407408,0.02962962962962963
