,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1003,124,0.2727272727272727,0.15151515151515152,0.09090909090909091,0.42424242424242425,0.030303030303030304,0.030303030303030304
1,2006,210,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.13725490196078433,0.0196078431372549,0.0196078431372549
2,3013,284,0.42,0.4,0.02,0.08,0.04,0.04
3,4019,351,0.3548387096774194,0.532258064516129,0.016129032258064516,0.04838709677419355,0.03225806451612903,0.016129032258064516
4,5024,408,0.39344262295081966,0.5081967213114754,0.01639344262295082,0.04918032786885246,0.01639344262295082,0.01639344262295082
5,6029,443,0.4714285714285714,0.44285714285714284,0.014285714285714285,0.04285714285714286,0.014285714285714285,0.014285714285714285
6,7032,479,0.582089552238806,0.3283582089552239,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358
7,8038,503,0.671875,0.234375,0.015625,0.046875,0.015625,0.015625
8,9042,529,0.6612903225806451,0.24193548387096775,0.016129032258064516,0.04838709677419355,0.016129032258064516,0.016129032258064516
9,10047,549,0.6825396825396826,0.2222222222222222,0.015873015873015872,0.047619047619047616,0.015873015873015872,0.015873015873015872
10,11152,598,0.7164179104477612,0.19402985074626866,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358
11,12314,669,0.8625,0.05,0.0125,0.0375,0.0125,0.025
12,13478,748,0.8488372093023255,0.046511627906976744,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.046511627906976744
13,14641,802,0.8651685393258427,0.0449438202247191,0.011235955056179775,0.033707865168539325,0.011235955056179775,0.033707865168539325
14,15804,869,0.8275862068965517,0.05747126436781609,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.05747126436781609
15,16967,916,0.8255813953488372,0.046511627906976744,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.06976744186046512
16,18128,966,0.8105263157894737,0.05263157894736842,0.021052631578947368,0.031578947368421054,0.010526315789473684,0.07368421052631578
17,19290,1006,0.83,0.06,0.01,0.03,0.01,0.06
18,20454,1043,0.7920792079207921,0.06930693069306931,0.0297029702970297,0.0297029702970297,0.009900990099009901,0.06930693069306931
19,21616,1073,0.8061224489795918,0.061224489795918366,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.08163265306122448
20,22779,1098,0.8421052631578947,0.05263157894736842,0.010526315789473684,0.031578947368421054,0.010526315789473684,0.05263157894736842
21,23942,1120,0.813953488372093,0.06976744186046512,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.05813953488372093
22,25105,1140,0.8192771084337349,0.060240963855421686,0.012048192771084338,0.03614457831325301,0.012048192771084338,0.060240963855421686
23,26267,1152,0.8072289156626506,0.060240963855421686,0.012048192771084338,0.03614457831325301,0.012048192771084338,0.07228915662650602
24,27429,1172,0.8333333333333334,0.03571428571428571,0.011904761904761904,0.03571428571428571,0.011904761904761904,0.07142857142857142
25,28592,1187,0.8470588235294118,0.03529411764705882,0.011764705882352941,0.03529411764705882,0.011764705882352941,0.058823529411764705
26,29753,1196,0.8372093023255814,0.03488372093023256,0.023255813953488372,0.03488372093023256,0.011627906976744186,0.05813953488372093
27,30915,1203,0.8452380952380952,0.03571428571428571,0.011904761904761904,0.03571428571428571,0.011904761904761904,0.05952380952380952
28,32078,1212,0.8488372093023255,0.03488372093023256,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.05813953488372093
29,33239,1221,0.8414634146341463,0.04878048780487805,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.04878048780487805
30,34401,1232,0.8414634146341463,0.04878048780487805,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.04878048780487805
31,35565,1241,0.8192771084337349,0.07228915662650602,0.012048192771084338,0.03614457831325301,0.012048192771084338,0.04819277108433735
32,36727,1254,0.8352941176470589,0.07058823529411765,0.011764705882352941,0.03529411764705882,0.011764705882352941,0.03529411764705882
33,37891,1260,0.8333333333333334,0.0641025641025641,0.01282051282051282,0.038461538461538464,0.01282051282051282,0.038461538461538464
34,39054,1270,0.8414634146341463,0.06097560975609756,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.036585365853658534
35,40216,1279,0.8536585365853658,0.04878048780487805,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.036585365853658534
36,41377,1286,0.8352941176470589,0.047058823529411764,0.03529411764705882,0.03529411764705882,0.011764705882352941,0.03529411764705882
37,42541,1292,0.8275862068965517,0.05747126436781609,0.034482758620689655,0.034482758620689655,0.011494252873563218,0.034482758620689655
38,43704,1299,0.8295454545454546,0.056818181818181816,0.03409090909090909,0.03409090909090909,0.011363636363636364,0.03409090909090909
39,44866,1316,0.8222222222222222,0.05555555555555555,0.044444444444444446,0.03333333333333333,0.011111111111111112,0.03333333333333333
40,46029,1329,0.8222222222222222,0.05555555555555555,0.044444444444444446,0.03333333333333333,0.011111111111111112,0.03333333333333333
41,47192,1332,0.8202247191011236,0.056179775280898875,0.0449438202247191,0.033707865168539325,0.011235955056179775,0.033707865168539325
42,48355,1336,0.8202247191011236,0.056179775280898875,0.0449438202247191,0.033707865168539325,0.011235955056179775,0.033707865168539325
43,49519,1342,0.8260869565217391,0.05434782608695652,0.043478260869565216,0.03260869565217391,0.010869565217391304,0.03260869565217391
44,50215,1351,0.8260869565217391,0.05434782608695652,0.043478260869565216,0.03260869565217391,0.010869565217391304,0.03260869565217391
